사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2023-10,6호선,2628,효창공원앞,12,0,"2,732",615,"5,823","3,926","17,037","8,207","26,386","25,760","16,050","16,118","10,692","12,871","10,512","10,473","11,970","8,845","13,006","9,732","11,111","9,637","12,137","10,097","16,010","12,329","17,371","14,570","24,284","21,523","10,449","14,636","7,606","9,020","7,475","8,149","5,695","7,422","2,707","5,325",466,"1,848",1,0,0,0,0,0
2023-10,6호선,2629,삼각지,3,1,"1,504",864,"3,221","6,236","8,412","14,681","13,615","27,193","10,211","12,497","8,136","9,501","9,444","9,385","10,747","9,692","12,704","10,139","12,991","9,291","14,999","9,801","18,533","10,587","23,863","12,679","29,918","16,087","13,758","10,231","11,159","7,437","11,674","6,591","9,252","7,245","5,227","4,956",628,"1,266",0,0,0,0,0,0
2023-10,6호선,2630,녹사평(용산구청),25,1,"1,280",529,"2,176","4,551","4,890","8,726","7,741","16,606","6,586","8,937","5,222","7,620","5,579","8,077","6,590","9,393","7,293","10,137","7,447","10,097","9,549","11,431","12,771","11,854","15,396","13,615","19,406","15,368","13,194","10,193","11,747","6,423","12,205","5,493","10,320","4,879","5,657","3,087",591,742,0,0,0,0,0,0
2023-10,6호선,2631,이태원,146,1,"11,642","1,274","10,634","8,037","10,855","11,448","14,499","28,659","12,510","25,399","10,981","19,492","12,032","17,967","14,346","21,003","16,524","22,406","18,785","21,880","22,777","22,858","28,174","26,915","33,234","31,354","40,234","37,053","30,665","32,442","26,487","25,088","26,952","22,181","25,951","19,744","18,121","15,906","2,325","5,314",0,0,0,0,0,0
2023-10,6호선,2632,한강진,13,0,890,822,"1,634","9,019","3,376","20,495","5,596","39,973","4,988","28,014","4,259","22,507","5,342","22,484","8,000","23,309","10,563","30,430","13,463","24,878","19,912","25,244","28,484","26,566","41,508","26,055","46,564","27,470","29,236","12,582","24,760","4,821","21,548","3,981","26,865","3,267","4,162","2,284",455,"1,783",0,141,0,0,0,0
2023-10,6호선,2633,버티고개,1,0,893,454,"1,866","1,491","5,306","2,608","7,788","5,257","5,267","3,185","4,013","2,645","3,535","2,375","3,413","2,583","3,207","3,124","3,106","3,420","3,383","3,857","3,695","4,468","4,520","5,196","6,176","6,883","3,272","5,512","2,105","3,523","1,807","3,497","1,421","3,061",584,"2,089",83,556,0,30,0,0,0,0
2023-10,6호선,2634,약수,3,2,"1,308",268,"1,841","2,412","4,840","5,815","7,943","15,221","6,433","9,007","5,065","5,268","5,191","5,306","5,934","5,159","5,934","5,452","5,863","5,178","6,196","6,114","7,124","6,324","9,158","8,484","12,876","9,698","6,955","5,895","5,389","3,741","5,675","3,224","4,215","2,912","2,038","1,833",383,525,0,0,0,0,0,0
2023-10,6호선,2635,청구,9,0,"1,957",554,"2,779","2,734","7,324","6,890","10,226","22,049","6,872","11,105","4,931","4,557","4,964","4,090","4,628","4,164","5,290","4,884","5,210","4,276","5,547","5,146","6,696","5,819","8,178","6,676","13,774","8,164","8,838","5,308","5,503","3,804","4,188","3,576","3,512","3,404","1,740","2,006",283,736,0,0,0,0,0,0
2023-10,6호선,2636,신당,123,2,"5,786","1,134","5,212","7,352","7,712","14,545","12,232","35,734","10,108","21,823","8,922","13,614","10,421","12,176","12,990","12,099","12,353","12,959","12,983","10,618","14,835","10,182","19,156","12,477","23,835","15,105","26,680","21,358","16,659","20,558","14,819","11,397","14,050","9,361","18,495","9,203","7,743","9,700","1,396","2,321",1,4,0,0,0,0
2023-10,6호선,2637,동묘앞,191,1,"4,724","1,001","4,975","4,754","9,768","7,942","15,135","22,138","11,890","18,428","11,660","17,030","13,948","17,488","17,512","17,573","17,748","19,422","20,204","18,658","23,439","17,928","26,314","16,960","25,961","15,996","23,312","18,156","12,565","13,629","9,517","9,369","7,314","9,247","5,683","8,854","2,614","8,006",373,"1,973",0,93,0,0,0,0
2023-10,6호선,2638,창신,12,0,"2,605",318,"5,105","2,183","14,555","5,939","16,509","5,728","8,875","3,959","5,637","3,348","4,947","3,171","5,021","3,638","4,914","3,951","4,209","3,872","4,350","4,664","6,562","5,768","5,538","7,064","5,161","9,524","3,187","7,834","2,878","4,949","1,753","4,948","1,200","4,886",631,"3,040",92,867,0,0,0,0,0,0
2023-10,6호선,2639,보문,18,0,"3,909","1,147","7,600","4,556","21,764","9,610","32,837","19,374","17,676","10,693","11,632","7,755","10,721","7,692","12,022","8,001","11,802","9,036","10,955","8,249","11,782","9,571","14,492","11,548","14,732","15,815","17,830","24,508","9,016","17,756","7,047","12,437","6,382","12,194","5,543","12,341","2,997","8,880",565,"2,601",0,0,0,0,0,0
2023-10,6호선,2640,안암(고대병원앞),11,0,"2,052","1,476","3,406","6,785","9,536","17,582","12,648","50,518","11,376","36,007","13,630","38,947","16,808","23,222","18,458","20,031","20,224","25,594","23,980","20,812","25,872","15,720","38,752","15,210","49,241","18,156","36,396","25,099","21,340","17,619","19,174","12,447","20,053","12,981","18,417","13,248","12,188","9,274","2,099","3,437",0,95,0,0,0,0
2023-10,6호선,2641,고려대(종암),38,1,"3,930",811,"7,595","5,073","20,697","11,940","26,999","30,736","15,496","15,731","11,239","15,599","11,962","10,919","12,986","10,175","15,507","14,209","14,269","11,678","14,822","11,625","21,731","13,989","25,726","16,401","22,830","26,794","11,451","19,019","9,580","12,528","11,502","12,389","8,597","12,321","4,105","8,557",738,"2,227",0,59,0,0,0,0
2023-10,6호선,2642,월곡(동덕여대),28,0,"7,496",874,"13,678","3,776","39,851","8,034","47,567","28,851","26,454","18,865","19,146","15,629","17,807","14,711","18,549","14,223","19,339","16,101","20,701","15,699","18,566","18,245","22,285","23,774","22,871","28,536","26,561","42,386","14,314","32,685","10,288","19,518","9,343","18,303","6,310","16,994","3,174","11,012",495,"2,975",0,0,0,0,0,0
2023-10,6호선,2643,상월곡(한국과학기술연구원),23,1,"5,470",564,"9,225","2,435","23,920","3,714","28,248","14,613","15,738","9,663","11,009","9,937","10,649","8,304","10,435","7,168","10,798","8,022","9,977","7,629","8,837","9,001","11,565","11,475","10,213","13,906","9,765","19,916","6,222","17,185","3,796","10,441","4,875","10,098","2,740","9,089","1,563","6,576",142,"1,767",0,0,0,0,0,0
2023-10,6호선,2644,돌곶이,32,1,"6,978","1,410","14,705","5,087","39,314","6,055","44,116","17,411","22,922","14,279","15,731","13,404","14,241","10,477","15,454","12,735","15,683","11,617","15,499","11,406","14,019","14,674","15,102","17,934","17,547","22,574","16,540","33,667","11,201","27,439","6,477","15,976","6,216","14,270","4,812","13,828","2,540","8,612",315,"2,803",0,0,0,0,0,0
2023-10,6호선,2645,석계,"1,171",4,"8,768","1,849","18,933","5,370","48,511","8,319","53,282","15,957","29,990","11,774","21,834","11,024","18,982","13,285","20,178","14,339","19,335","15,727","17,092","16,291","16,524","20,978","17,254","27,651","17,677","33,882","15,852","51,784","11,664","43,044","8,246","24,964","7,152","22,739","6,447","20,244","3,838","13,111",627,"4,173",1,11,0,0,0,0
2023-10,6호선,2646,태릉입구,18,0,"4,227",882,"7,127","3,308","17,761","4,118","21,503","9,900","12,127","8,185","9,415","6,177","8,955","8,946","9,969","7,675","9,084","8,659","8,535","9,788","8,738","10,020","9,938","12,377","9,463","15,937","9,769","23,851","6,105","19,372","4,993","11,466","4,363","11,081","3,737","10,008","2,117","8,042",400,"3,473",0,2,0,0,0,0
2023-10,6호선,2647,화랑대(서울여대입구),18,0,"6,971","1,117","21,995","3,622","58,289","8,306","54,903","18,469","28,879","13,287","19,279","10,146","17,608","10,112","17,950","8,886","17,967","11,020","15,971","10,443","17,748","13,029","20,775","16,765","20,593","23,510","16,632","35,721","8,842","31,506","5,938","19,441","4,995","16,904","3,782","15,622","1,543","11,181",180,"3,584",0,33,0,0,0,0
2023-10,6호선,2648,봉화산(서울의료원),16,1,"5,554",939,"15,263","2,906","47,231","5,953","39,539","13,083","20,785","8,085","15,874","6,643","13,666","6,872","13,426","8,381","12,131","10,134","10,683","10,245","10,343","13,624","11,654","16,309","12,504","21,669","11,094","31,418","5,489","29,417","4,214","17,474","3,591","14,425","2,946","14,173","1,158","8,520",142,"2,888",1,200,0,0,0,0
2023-10,6호선,2649,신내,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10,7호선,2711,장암,2,2,"2,113",177,"7,763","1,675","18,980","1,357","10,784","1,724","4,669","2,262","2,788","2,644","2,408","3,034","2,838","2,843","3,072","2,005","3,871","1,648","4,093","1,663","4,490","2,042","4,211","2,499","3,249","3,926","1,875","3,610","1,299","2,118",764,"1,157",446,"1,103",151,653,16,231,0,0,0,0,0,0
2023-10,7호선,2712,도봉산,73,0,"5,765","1,084","17,799","5,588","48,486","9,635","41,398","17,903","22,422","20,650","14,366","19,791","13,354","16,600","14,134","15,519","13,992","15,478","14,409","14,493","16,098","16,483","18,508","19,180","15,656","23,567","13,344","36,203","6,639","37,537","4,692","23,142","3,136","20,345","2,562","17,655",860,"11,421",98,"4,596",0,111,0,0,0,0
2023-10,7호선,2713,수락산,89,1,"9,726",815,"21,343","5,476","46,660","8,905","47,322","17,518","29,899","16,858","22,357","17,120","20,145","16,389","21,283","17,300","21,156","16,252","20,966","16,045","21,377","19,895","21,574","24,827","20,461","29,825","19,064","41,233","11,918","41,053","8,159","24,854","6,216","21,211","4,190","18,631","2,086","11,863",251,"4,228",0,3,0,0,0,0
2023-10,7호선,2714,마들,24,1,"11,105","1,337","26,108","3,307","62,878","8,315","61,236","11,674","32,906","10,504","24,072","10,178","21,710","11,201","23,096","12,783","19,536","14,336","16,759","16,371","16,810","20,241","16,235","24,815","14,171","30,682","12,941","46,044","7,807","45,852","5,593","26,468","3,916","22,839","3,133","21,220","1,385","13,338",165,"4,132",0,0,0,0,0,0
2023-10,7호선,2715,노원,57,2,"8,159","2,625","16,186","7,687","37,792","16,958","41,567","44,507","30,491","41,888","28,436","31,373","31,322","32,409","34,858","34,119","35,078","38,078","36,645","37,515","41,192","39,979","43,837","43,580","44,643","48,982","46,263","59,543","30,139","50,666","29,036","25,470","24,008","21,544","21,659","17,850","8,371","12,445","1,265","3,809",0,3,0,0,0,0
2023-10,7호선,2716,중계,11,1,"9,716","2,037","24,952","5,070","61,490","16,035","62,577","28,111","36,964","16,332","26,821","12,851","22,927","14,277","25,335","15,155","23,047","16,162","20,748","16,884","20,330","19,771","22,721","23,381","22,347","32,081","18,292","46,237","10,377","46,855","8,086","26,848","8,695","23,754","6,469","20,646","2,580","12,875",376,"3,807",0,0,0,0,0,0
2023-10,7호선,2717,하계,79,3,"8,623","1,631","26,143","7,121","66,518","16,458","70,056","28,611","42,200","22,910","31,788","17,640","29,839","18,272","30,685","22,607","28,331","26,104","27,268","24,567","30,554","27,123","33,534","31,212","32,663","39,391","26,174","57,289","14,730","53,358","13,277","31,362","10,940","27,580","8,315","25,659","3,566","17,699",462,"4,979",0,0,0,0,0,0
2023-10,7호선,2718,공릉(서울과학기술대),17,0,"6,658","1,118","14,639","4,420","36,052","11,102","42,046","24,674","24,925","19,328","19,356","14,154","18,686","12,535","19,553","15,292","19,348","17,018","18,392","16,243","19,831","19,098","23,151","22,732","22,560","29,364","23,331","41,464","13,968","35,135","11,399","20,731","10,857","18,456","9,152","17,799","4,785","11,634",729,"3,844",0,0,0,0,0,0
2023-10,7호선,2719,태릉입구,141,2,"8,455","1,423","9,121","4,884","22,196","8,580","27,047","20,230","18,096","15,005","13,779","10,741","12,911","13,123","14,880","11,262","14,868","11,901","15,209","12,340","17,138","13,027","18,444","15,846","20,334","19,412","20,510","25,773","12,589","22,837","9,386","14,576","8,456","13,120","6,869","12,523","3,054","7,677",493,"3,471",2,"1,053",0,0,0,0
2023-10,7호선,2720,먹골,21,0,"8,010",669,"14,161","3,188","34,970","6,175","44,078","15,546","25,962","10,457","18,085","9,201","16,420","10,114","16,708","11,779","15,722","12,954","14,141","12,972","14,347","16,846","15,118","21,721","15,207","27,272","16,143","38,055","10,500","32,536","7,798","20,596","6,055","17,362","4,701","15,716","2,271","9,741",364,"2,698",0,173,0,0,0,0
2023-10,7호선,2721,중화,73,0,"8,977","1,209","15,876","5,768","36,624","8,592","45,329","21,703","26,810","11,214","17,129","9,814","16,396","9,825","16,597","11,169","15,584","11,985","13,763","13,195","13,646","17,121","16,734","20,581","17,865","25,612","18,361","36,219","11,547","32,658","7,634","20,435","6,192","17,883","4,809","16,847","2,099","9,615",305,"2,708",0,112,0,0,0,0
2023-10,7호선,2722,상봉(시외버스터미널),492,16,"11,336","1,486","20,516","8,619","53,134","13,028","70,892","26,910","38,193","19,181","24,026","16,263","22,147","17,101","24,554","18,671","24,229","19,832","22,751","20,178","23,735","24,357","27,231","30,588","29,685","40,354","31,927","63,582","23,335","52,782","17,544","31,935","16,240","26,826","12,506","25,527","7,011","16,236","1,137","6,859",1,35,0,0,0,0
2023-10,7호선,2723,면목,100,1,"13,975",898,"23,468","5,697","55,415","9,127","69,769","29,670","40,888","19,199","25,940","16,301","23,038","14,270","24,720","17,868","22,969","18,634","20,233","18,959","21,422","24,042","25,848","31,625","22,965","37,868","21,560","53,067","16,298","47,652","9,912","28,437","7,944","25,309","5,796","23,371","2,632","13,454",325,"4,296",0,0,0,0,0,0
2023-10,7호선,2724,사가정,15,0,"11,889","1,664","23,412","7,289","54,646","11,822","68,973","25,524","42,409","18,051","28,085","16,385","25,138","16,288","26,409","18,584","24,323","19,441","22,001","22,027","21,753","27,561","24,251","34,271","25,069","43,427","25,169","63,052","18,244","51,479","12,629","31,098","10,168","28,021","8,359","23,794","4,451","13,103",639,"4,175",0,0,1,0,0,0
2023-10,7호선,2725,용마산(용마폭포공원),11,1,"4,766",693,"10,751","2,301","23,213","4,177","28,313","10,546","16,225","7,448","10,416","7,547","8,936","5,951","9,047","7,098","9,135","8,147","7,679","8,296","7,943","9,986","9,279","12,342","8,361","14,917","8,280","21,592","5,394","17,936","3,250","11,347","2,453","10,719","1,863","9,354","1,053","5,818",135,"1,887",0,0,0,0,0,0
2023-10,7호선,2726,중곡,6,0,"6,548",621,"13,060","4,344","31,064","16,070","43,292","29,299","28,623","14,718","18,394","10,308","15,885","9,206","16,188","10,146","15,242","11,838","14,220","12,105","14,496","15,899","20,794","18,588","21,538","23,699","23,469","33,299","12,607","27,606","8,137","17,843","7,279","16,402","5,354","14,045","1,888","8,254",279,"2,533",0,0,0,0,0,0
2023-10,7호선,2727,군자(능동),55,0,"9,618",901,"14,749","6,400","36,850","10,294","55,207","27,153","38,672","17,854","22,943","12,770","19,798","12,089","20,833","12,575","21,123","14,767","19,845","15,600","20,466","19,203","22,905","21,972","28,285","29,095","34,922","42,207","21,160","33,412","17,680","21,192","16,937","19,291","13,018","16,238","6,991","10,096","1,163","3,180",0,29,0,0,0,0
2023-10,7호선,2728,어린이대공원(세종대),25,2,"3,595",896,"8,061","7,518","20,057","16,893","32,838","67,920","24,117","41,759","18,512","46,276","20,430","37,405","22,629","29,910","27,086","35,438","32,186","30,266","35,667","23,794","44,518","23,844","55,272","26,394","50,891","33,278","28,367","25,169","20,990","16,913","21,637","15,954","18,012","15,684","10,050","11,425","1,921","2,837",0,1,0,0,0,0
2023-10,7호선,2729,건대입구,43,1,"4,607","1,099","5,261","8,384","13,126","19,465","19,465","40,138","16,361","28,828","14,830","27,541","16,675","22,977","18,259","24,424","20,956","27,249","23,499","24,155","28,621","23,200","32,176","24,627","41,405","30,959","36,323","40,595","26,947","26,346","28,406","16,547","24,960","13,540","21,082","11,315","11,232","6,904","1,643","3,482",0,212,1,1,0,0
2023-10,7호선,2730,뚝섬유원지,12,1,"5,196",729,"10,214","4,170","22,865","7,021","30,980","13,737","21,955","10,461","13,659","9,561","11,411","11,473","12,079","14,360","12,390","18,077","13,053","20,247","15,598","24,208","19,337","29,536","22,182","40,042","25,890","59,510","25,625","54,390","45,564","19,312","30,634","15,278","19,210","12,727","8,612","6,390",800,"1,739",0,2,0,0,0,0
2023-10,7호선,2731,청담,40,2,"2,565","4,514","6,667","32,232","11,351","61,140","15,571","136,164","13,857","88,560","13,432","36,192","16,193","23,088","19,270","22,151","20,329","23,391","23,620","21,904","31,219","19,658","45,560","19,814","67,712","21,414","104,681","22,371","52,064","15,317","31,497","10,129","30,464","9,245","22,116","6,685","5,653","3,985",748,"2,757",0,0,0,0,0,0
2023-10,7호선,2732,강남구청,21,1,"1,892","1,886","4,055","18,284","7,351","34,565","10,074","99,510","9,229","99,017","9,803","40,974","11,688","23,963","14,160","21,926","17,531","23,489","21,432","19,685","27,614","17,785","33,274","18,177","50,052","19,883","85,784","21,028","52,840","13,776","33,571","8,849","31,242","6,975","21,903","5,786","9,213","3,863","1,514","1,685",0,0,0,0,0,0
2023-10,7호선,2733,학동,7,0,"1,932","1,452","4,691","23,865","8,783","52,539","11,454","166,517","11,485","131,160","11,689","54,433","14,549","28,078","18,911","22,950","21,720","28,240","26,911","23,592","34,250","19,491","45,099","20,168","81,552","21,130","149,644","20,988","73,005","13,043","38,053","8,554","32,994","7,323","23,180","5,584","9,266","3,549","1,472","1,197",0,0,0,0,0,0
2023-10,7호선,2734,논현,27,1,"2,786","1,126","4,425","15,591","8,902","39,017","13,288","96,155","11,870","80,815","11,427","32,622","13,118","21,102","14,599","20,225","16,753","21,774","20,483","20,707","24,913","19,237","31,587","21,160","57,290","25,401","90,702","31,217","50,215","18,398","33,874","11,714","34,515","10,013","30,731","7,575","15,655","5,483","2,553","2,275",0,0,0,0,0,0
2023-10,7호선,2735,반포,1,0,"1,078","1,153","2,846","14,001","8,157","12,600","11,409","18,838","8,685","16,017","7,010","10,134","7,061","9,795","8,833","9,796","8,722","10,072","9,729","9,144","12,155","9,293","19,705","9,786","18,303","10,335","17,874","12,348","12,148","7,688","9,866","5,135","10,162","4,440","6,664","3,980","2,326","2,364",280,712,0,0,0,0,0,0
2023-10,7호선,2736,고속터미널,50,3,"1,227","2,806","3,523","21,786","11,919","37,029","19,075","50,523","25,694","37,076","26,184","30,872","28,926","27,734","29,534","25,452","30,870","29,167","32,344","26,418","40,293","22,377","44,726","22,705","58,889","24,692","53,749","25,381","37,449","16,826","40,940","10,537","35,978","9,771","27,926","5,520","10,209","3,015",639,712,0,2,0,0,0,0
2023-10,7호선,2737,내방,4,0,"2,477","1,569","8,041","11,471","18,596","25,105","27,909","78,464","21,644","44,623","16,988","20,596","17,200","16,251","18,157","17,737","19,282","18,398","19,944","16,986","22,022","17,841","26,373","19,105","40,659","24,676","65,659","31,846","25,530","20,524","18,423","12,950","17,325","11,712","11,825","9,493","4,478","6,332",662,"3,055",0,242,0,0,0,0
2023-10,7호선,2738,이수,26,0,"5,122","1,293","9,450","8,769","27,139","14,412","42,276","39,857","29,494","27,185","20,579","20,810","20,107","19,355","22,406","19,839","24,046","22,206","23,987","21,972","25,055","24,575","27,793","29,257","32,396","38,819","41,564","54,673","25,214","36,413","23,230","21,089","24,856","17,430","21,674","14,691","11,557","9,352","1,678","2,849",0,34,0,0,0,0
2023-10,7호선,2739,남성,20,1,"6,491",960,"14,210","3,817","38,601","6,889","55,072","16,398","34,769","12,743","21,112","11,789","18,689","12,175","19,222","12,336","18,401","13,499","15,816","14,641","15,244","18,792","16,453","21,585","15,405","28,392","15,702","43,113","9,557","31,089","7,898","20,792","7,636","18,341","5,137","16,159","2,439","10,312",362,"2,877",0,1,0,0,0,0
2023-10,7호선,2740,숭실대입구(살피재),14,0,"6,339",945,"13,006","4,220","37,711","8,532","48,576","33,386","32,225","22,377","22,401","33,394","20,879","24,135","20,693","18,306","23,038","23,053","24,398","22,684","23,802","21,572","33,341","26,104","34,270","32,895","25,291","49,126","15,946","35,593","14,979","23,326","16,037","21,387","13,657","20,524","7,668","13,950","1,290","3,881",0,1,0,0,0,0
2023-10,7호선,2741,상도,3,1,"5,601","1,462","12,839","5,107","34,235","8,720","43,413","23,562","29,101","17,324","19,228","18,216","17,104","15,587","18,714","15,911","18,502","15,613","17,863","17,761","19,018","17,874","20,909","21,096","23,094","27,471","22,733","43,312","12,939","29,222","11,533","20,509","12,233","17,753","9,244","16,965","5,549","11,661","1,022","2,971",0,0,0,0,0,0
2023-10,7호선,2742,장승배기,27,1,"6,089","2,131","11,259","7,501","26,229","7,725","38,970","15,875","24,931","12,000","15,956","10,083","14,545","10,180","14,858","10,855","14,712","12,526","13,362","12,375","13,294","14,928","15,652","17,926","15,964","22,387","15,079","32,424","8,306","23,024","6,796","14,907","6,818","13,729","5,116","12,217","2,048","8,137",391,"2,504",0,0,0,0,0,0
2023-10,7호선,2743,신대방삼거리,60,1,"10,690",846,"18,913","4,640","51,291","8,979","72,247","17,465","43,225","14,822","26,247","13,075","22,500","13,430","23,555","15,451","21,459","17,097","19,191","18,456","18,611","22,625","21,075","27,727","19,677","37,126","20,620","60,003","11,698","44,607","9,718","27,740","8,491","26,320","6,829","22,340","3,480","14,457",585,"4,908",0,1,0,0,0,0
2023-10,7호선,2744,보라매,20,0,"4,057",892,"6,956","2,865","17,008","8,295","24,643","20,393","15,361","10,315","9,838","7,862","9,346","8,273","10,001","9,440","10,073","8,936","10,140","8,906","10,019","9,850","11,983","12,577","13,618","16,818","17,651","23,807","7,986","17,754","7,116","11,196","5,988","10,157","5,356","8,988","2,062","5,945",332,"2,082",0,13,0,0,0,0
2023-10,7호선,2745,신풍,272,1,"14,886","1,915","15,425","6,627","38,238","11,195","47,961","20,004","29,057","13,048","18,526","11,434","16,824","11,196","17,370","11,600","16,039","12,579","14,599","13,383","15,720","16,553","18,094","20,478","17,450","28,775","17,895","39,726","10,341","28,227","7,472","18,335","6,133","17,067","4,727","14,658","2,276","8,512",369,"2,612",2,423,0,0,0,0
2023-10,7호선,2746,대림(구로구청),53,4,"12,532",783,"8,242","4,002","15,386","7,242","22,242","18,205","17,665","14,190","13,724","18,929","13,620","20,230","15,491","16,579","16,976","17,052","18,047","16,146","19,010","17,087","19,747","19,917","20,626","25,367","20,547","24,304","13,790","15,651","10,854","11,469","8,786","13,497","6,690","10,224","3,539","5,056",409,"1,134",0,1,0,0,0,0
2023-10,7호선,2747,남구로,168,7,"18,214","1,767","14,858","8,913","28,889","30,805","33,787","88,353","24,078","42,161","16,910","19,470","15,095","15,068","16,466","14,141","16,218","15,476","14,770","14,222","17,114","17,485","21,290","25,060","43,316","31,739","68,968","30,688","29,114","22,145","16,152","15,612","11,448","17,002","7,323","14,486","3,592","7,515",465,"1,753",0,1,0,0,0,0
2023-10,7호선,2748,가산디지털단지,688,7,"7,463","5,849","9,935","31,118","22,783","129,888","27,018","360,504","20,124","198,162","18,917","58,344","23,359","35,832","30,065","34,954","34,789","37,315","40,648","32,071","52,922","29,467","76,628","28,253","199,625","30,916","287,494","35,753","114,278","24,451","65,571","15,789","49,215","13,443","26,724","11,835","11,499","8,372","1,461","2,895",3,2,0,0,0,0
2023-10,7호선,2749,철산,31,3,"10,783","5,041","30,425","11,419","83,388","16,275","83,967","32,441","50,138","26,369","34,152","20,967","30,637","20,110","30,918","22,000","29,146","24,799","26,400","26,611","27,409","32,245","31,771","41,099","35,189","59,353","36,672","88,473","21,161","68,884","18,040","39,591","16,734","35,360","14,175","31,313","6,993","19,006","1,014","5,267",0,0,0,0,0,0
2023-10,7호선,2750,광명사거리,165,4,"19,636","6,971","28,375","11,043","70,925","16,560","80,221","24,854","44,431","23,312","31,465","23,994","30,010","26,967","31,917","28,696","31,962","31,301","31,035","32,127","31,478","36,745","36,993","42,205","37,607","51,630","32,481","74,097","21,892","56,661","15,043","32,915","11,470","28,497","8,551","23,490","3,566","14,584",526,"4,058",0,6,0,0,0,0
2023-10,7호선,2751,천왕,33,2,"8,443",946,"18,555","5,382","51,949","9,143","57,662","16,608","32,211","8,638","19,763","7,638","16,360","8,742","16,149","11,418","14,777","12,192","13,662","13,657","13,282","16,865","16,047","22,201","15,317","29,582","14,287","45,827","7,451","37,059","5,343","21,865","4,282","18,415","3,111","16,284","1,277","10,132",199,"2,803",3,150,0,0,0,0
2023-10,7호선,2752,온수(성공회대입구),160,1,"8,357",817,"18,093","3,648","44,200","10,344","50,096","19,919","23,616","14,027","14,028","7,940","12,651","8,124","13,338","9,227","12,044","10,125","11,161","10,244","12,769","12,565","18,210","15,184","16,330","22,750","14,241","38,062","6,373","29,680","4,983","17,851","5,007","14,870","2,887","13,798","1,794","9,200",251,"5,019",2,923,0,0,0,0
2023-10,7호선,2758,상동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10,8호선,2811,암사,39,0,"15,481",724,"29,257","5,135","79,210","9,451","99,539","18,022","52,086","14,124","31,101","12,729","26,312","14,832","27,438","16,974","25,575","19,291","21,761","22,137","20,779","27,160","22,035","35,023","23,670","46,610","22,125","70,682","13,545","56,512","10,699","34,183","8,014","28,467","6,345","27,702","2,210","15,299",368,"3,805",0,570,0,0,0,0
2023-10,8호선,2812,천호(풍납토성),100,3,"10,525","1,564","16,509","12,340","40,941","14,657","54,921","28,259","32,522","24,022","20,385","19,079","19,967","19,913","21,603","21,287","21,741","23,792","21,211","25,536","23,032","29,594","26,119","34,095","30,337","45,905","31,186","66,612","20,078","44,520","17,143","27,834","12,844","24,260","8,982","20,545","4,389","11,849",858,"3,785",1,203,0,0,0,0
2023-10,8호선,2813,강동구청,15,1,"5,144",910,"11,795","5,567","31,091","13,716","39,799","30,721","24,657","14,678","16,313","10,834","14,738","10,280","14,932","11,869","14,896","14,040","14,065","13,750","14,528","16,137","16,620","19,378","19,394","23,791","24,906","35,517","10,189","25,583","7,668","16,618","6,713","15,386","4,566","13,222","1,850","7,173",285,"2,105",0,2,0,0,0,0
2023-10,8호선,2814,몽촌토성(평화의문),0,0,"1,699","2,564","4,320","7,755","12,150","10,757","19,316","24,791","12,554","16,461","8,836","11,020","8,684","10,628","9,762","10,219","9,820","10,858","12,014","10,281","13,097","10,535","18,483","11,710","19,878","13,227","22,598","17,061","10,052","13,893","7,524","7,958","8,193","7,997","5,987","6,646","2,728","3,761",433,"1,153",0,0,0,0,0,0
2023-10,8호선,2815,잠실(송파구청),7,1,"1,365","2,597","4,244","12,664","8,800","32,751","12,789","78,031","10,258","47,301","10,442","32,863","13,478","35,186","16,977","33,313","20,364","34,777","26,132","32,422","33,234","32,371","39,044","34,501","49,659","39,182","67,817","42,600","41,071","21,869","39,111","12,559","35,215","9,127","24,945","6,807","8,392","3,990","1,232","1,367",0,65,0,0,0,0
